zip_code,state_x,county_x,combine,income
15279,pa,allegheny,alleghenypa,78027.0
15281,pa,allegheny,alleghenypa,78027.0
15282,pa,allegheny,alleghenypa,78027.0
15283,pa,allegheny,alleghenypa,78027.0
15285,pa,allegheny,alleghenypa,78027.0
15286,pa,allegheny,alleghenypa,78027.0
15290,pa,allegheny,alleghenypa,78027.0
15295,pa,allegheny,alleghenypa,78027.0
15301,pa,washington,washingtonpa,78066.0
15311,pa,washington,washingtonpa,78066.0
15312,pa,washington,washingtonpa,78066.0
15313,pa,washington,washingtonpa,78066.0
15314,pa,washington,washingtonpa,78066.0
15317,pa,washington,washingtonpa,78066.0
15321,pa,washington,washingtonpa,78066.0
15323,pa,washington,washingtonpa,78066.0
15324,pa,washington,washingtonpa,78066.0
15329,pa,washington,washingtonpa,78066.0
15330,pa,washington,washingtonpa,78066.0
15331,pa,washington,washingtonpa,78066.0
15332,pa,washington,washingtonpa,78066.0
15333,pa,washington,washingtonpa,78066.0
15336,pa,washington,washingtonpa,78066.0
15339,pa,washington,washingtonpa,78066.0
15340,pa,washington,washingtonpa,78066.0
15342,pa,washington,washingtonpa,78066.0
15345,pa,washington,washingtonpa,78066.0
15347,pa,washington,washingtonpa,78066.0
15348,pa,washington,washingtonpa,78066.0
15350,pa,washington,washingtonpa,78066.0
15358,pa,washington,washingtonpa,78066.0
15360,pa,washington,washingtonpa,78066.0
15361,pa,washington,washingtonpa,78066.0
15363,pa,washington,washingtonpa,78066.0
15365,pa,washington,washingtonpa,78066.0
15366,pa,washington,washingtonpa,78066.0
15367,pa,washington,washingtonpa,78066.0
15368,pa,washington,washingtonpa,78066.0
15376,pa,washington,washingtonpa,78066.0
15377,pa,washington,washingtonpa,78066.0
15378,pa,washington,washingtonpa,78066.0
15379,pa,washington,washingtonpa,78066.0
15401,pa,fayette,fayettepa,56917.0
15410,pa,fayette,fayettepa,56917.0
15411,pa,somerset,somersetpa,56742.0
15412,pa,washington,washingtonpa,78066.0
15413,pa,fayette,fayettepa,56917.0
15415,pa,fayette,fayettepa,56917.0
15416,pa,fayette,fayettepa,56917.0
15417,pa,fayette,fayettepa,56917.0
15419,pa,washington,washingtonpa,78066.0
15420,pa,fayette,fayettepa,56917.0
15421,pa,fayette,fayettepa,56917.0
15422,pa,fayette,fayettepa,56917.0
15423,pa,washington,washingtonpa,78066.0
15424,pa,somerset,somersetpa,56742.0
15425,pa,fayette,fayettepa,56917.0
15427,pa,washington,washingtonpa,78066.0
15428,pa,fayette,fayettepa,56917.0
15429,pa,washington,washingtonpa,78066.0
15430,pa,fayette,fayettepa,56917.0
15431,pa,fayette,fayettepa,56917.0
15432,pa,washington,washingtonpa,78066.0
15433,pa,fayette,fayettepa,56917.0
15434,pa,washington,washingtonpa,78066.0
15435,pa,fayette,fayettepa,56917.0
15436,pa,fayette,fayettepa,56917.0
15437,pa,fayette,fayettepa,56917.0
15438,pa,fayette,fayettepa,56917.0
15439,pa,fayette,fayettepa,56917.0
15440,pa,fayette,fayettepa,56917.0
15442,pa,fayette,fayettepa,56917.0
15443,pa,fayette,fayettepa,56917.0
15444,pa,fayette,fayettepa,56917.0
15445,pa,fayette,fayettepa,56917.0
15446,pa,fayette,fayettepa,56917.0
15447,pa,fayette,fayettepa,56917.0
15448,pa,westmoreland,westmorelandpa,72166.0
15449,pa,fayette,fayettepa,56917.0
15450,pa,fayette,fayettepa,56917.0
15451,pa,fayette,fayettepa,56917.0
15454,pa,fayette,fayettepa,56917.0
15455,pa,fayette,fayettepa,56917.0
15456,pa,fayette,fayettepa,56917.0
15458,pa,fayette,fayettepa,56917.0
15459,pa,fayette,fayettepa,56917.0
15460,pa,fayette,fayettepa,56917.0
15461,pa,fayette,fayettepa,56917.0
15462,pa,fayette,fayettepa,56917.0
15463,pa,fayette,fayettepa,56917.0
15464,pa,fayette,fayettepa,56917.0
15465,pa,fayette,fayettepa,56917.0
15466,pa,fayette,fayettepa,56917.0
15467,pa,fayette,fayettepa,56917.0
15468,pa,fayette,fayettepa,56917.0
15469,pa,fayette,fayettepa,56917.0
15470,pa,fayette,fayettepa,56917.0
15472,pa,fayette,fayettepa,56917.0
15473,pa,fayette,fayettepa,56917.0
15474,pa,fayette,fayettepa,56917.0
15475,pa,fayette,fayettepa,56917.0
15476,pa,fayette,fayettepa,56917.0
15477,pa,washington,washingtonpa,78066.0
15478,pa,fayette,fayettepa,56917.0
15479,pa,westmoreland,westmorelandpa,72166.0
15480,pa,fayette,fayettepa,56917.0
15482,pa,fayette,fayettepa,56917.0
15483,pa,washington,washingtonpa,78066.0
15484,pa,fayette,fayettepa,56917.0
15485,pa,somerset,somersetpa,56742.0
15486,pa,fayette,fayettepa,56917.0
15488,pa,fayette,fayettepa,56917.0
15489,pa,fayette,fayettepa,56917.0
15490,pa,fayette,fayettepa,56917.0
15492,pa,fayette,fayettepa,56917.0
15501,pa,somerset,somersetpa,56742.0
15502,pa,somerset,somersetpa,56742.0
15510,pa,somerset,somersetpa,56742.0
15520,pa,somerset,somersetpa,56742.0
15530,pa,somerset,somersetpa,56742.0
15531,pa,somerset,somersetpa,56742.0
15532,pa,somerset,somersetpa,56742.0
15538,pa,somerset,somersetpa,56742.0
15540,pa,somerset,somersetpa,56742.0
15541,pa,somerset,somersetpa,56742.0
15542,pa,somerset,somersetpa,56742.0
15544,pa,somerset,somersetpa,56742.0
15546,pa,somerset,somersetpa,56742.0
15547,pa,somerset,somersetpa,56742.0
15548,pa,somerset,somersetpa,56742.0
15549,pa,somerset,somersetpa,56742.0
15551,pa,somerset,somersetpa,56742.0
15552,pa,somerset,somersetpa,56742.0
15553,pa,somerset,somersetpa,56742.0
15555,pa,somerset,somersetpa,56742.0
15557,pa,somerset,somersetpa,56742.0
15558,pa,somerset,somersetpa,56742.0
15560,pa,somerset,somersetpa,56742.0
15561,pa,somerset,somersetpa,56742.0
15562,pa,somerset,somersetpa,56742.0
15563,pa,somerset,somersetpa,56742.0
15564,pa,somerset,somersetpa,56742.0
15565,pa,somerset,somersetpa,56742.0
15601,pa,westmoreland,westmorelandpa,72166.0
15605,pa,westmoreland,westmorelandpa,72166.0
15606,pa,westmoreland,westmorelandpa,72166.0
15610,pa,westmoreland,westmorelandpa,72166.0
15611,pa,westmoreland,westmorelandpa,72166.0
15612,pa,westmoreland,westmorelandpa,72166.0
15613,pa,westmoreland,westmorelandpa,72166.0
15615,pa,westmoreland,westmorelandpa,72166.0
15616,pa,westmoreland,westmorelandpa,72166.0
15617,pa,westmoreland,westmorelandpa,72166.0
15618,pa,westmoreland,westmorelandpa,72166.0
15619,pa,westmoreland,westmorelandpa,72166.0
15620,pa,westmoreland,westmorelandpa,72166.0
15621,pa,westmoreland,westmorelandpa,72166.0
15622,pa,westmoreland,westmorelandpa,72166.0
15623,pa,westmoreland,westmorelandpa,72166.0
15624,pa,westmoreland,westmorelandpa,72166.0
15625,pa,westmoreland,westmorelandpa,72166.0
15626,pa,westmoreland,westmorelandpa,72166.0
15627,pa,westmoreland,westmorelandpa,72166.0
15628,pa,westmoreland,westmorelandpa,72166.0
15629,pa,westmoreland,westmorelandpa,72166.0
15630,pa,armstrong,armstrongpa,60137.0
15631,pa,fayette,fayettepa,56917.0
15632,pa,westmoreland,westmorelandpa,72166.0
15633,pa,westmoreland,westmorelandpa,72166.0
15634,pa,westmoreland,westmorelandpa,72166.0
15635,pa,westmoreland,westmorelandpa,72166.0
15636,pa,westmoreland,westmorelandpa,72166.0
15637,pa,westmoreland,westmorelandpa,72166.0
15638,pa,westmoreland,westmorelandpa,72166.0
15639,pa,westmoreland,westmorelandpa,72166.0
15640,pa,westmoreland,westmorelandpa,72166.0
15641,pa,westmoreland,westmorelandpa,72166.0
15642,pa,westmoreland,westmorelandpa,72166.0
15644,pa,westmoreland,westmorelandpa,72166.0
15646,pa,westmoreland,westmorelandpa,72166.0
15647,pa,westmoreland,westmorelandpa,72166.0
15650,pa,westmoreland,westmorelandpa,72166.0
15655,pa,westmoreland,westmorelandpa,72166.0
15656,pa,armstrong,armstrongpa,60137.0
15658,pa,westmoreland,westmorelandpa,72166.0
15660,pa,westmoreland,westmorelandpa,72166.0
15661,pa,westmoreland,westmorelandpa,72166.0
15662,pa,westmoreland,westmorelandpa,72166.0
15663,pa,westmoreland,westmorelandpa,72166.0
15664,pa,westmoreland,westmorelandpa,72166.0
15665,pa,westmoreland,westmorelandpa,72166.0
15666,pa,westmoreland,westmorelandpa,72166.0
15668,pa,westmoreland,westmorelandpa,72166.0
15670,pa,westmoreland,westmorelandpa,72166.0
15671,pa,westmoreland,westmorelandpa,72166.0
15672,pa,westmoreland,westmorelandpa,72166.0
15673,pa,armstrong,armstrongpa,60137.0
15674,pa,westmoreland,westmorelandpa,72166.0
15675,pa,westmoreland,westmorelandpa,72166.0
15676,pa,westmoreland,westmorelandpa,72166.0
15677,pa,westmoreland,westmorelandpa,72166.0
15678,pa,westmoreland,westmorelandpa,72166.0
15679,pa,westmoreland,westmorelandpa,72166.0
15680,pa,westmoreland,westmorelandpa,72166.0
15681,pa,indiana,indianapa,59117.0
15682,pa,armstrong,armstrongpa,60137.0
15683,pa,westmoreland,westmorelandpa,72166.0
15684,pa,westmoreland,westmorelandpa,72166.0
15685,pa,westmoreland,westmorelandpa,72166.0
15686,pa,armstrong,armstrongpa,60137.0
15687,pa,westmoreland,westmorelandpa,72166.0
15688,pa,westmoreland,westmorelandpa,72166.0
15689,pa,westmoreland,westmorelandpa,72166.0
15690,pa,westmoreland,westmorelandpa,72166.0
15691,pa,westmoreland,westmorelandpa,72166.0
15692,pa,westmoreland,westmorelandpa,72166.0
15693,pa,westmoreland,westmorelandpa,72166.0
15695,pa,westmoreland,westmorelandpa,72166.0
15696,pa,westmoreland,westmorelandpa,72166.0
15697,pa,westmoreland,westmorelandpa,72166.0
15698,pa,westmoreland,westmorelandpa,72166.0
15701,pa,indiana,indianapa,59117.0
15705,pa,indiana,indianapa,59117.0
15710,pa,indiana,indianapa,59117.0
15712,pa,indiana,indianapa,59117.0
15713,pa,indiana,indianapa,59117.0
15714,pa,cambria,cambriapa,57562.0
15716,pa,indiana,indianapa,59117.0
15717,pa,indiana,indianapa,59117.0
15720,pa,indiana,indianapa,59117.0
15721,pa,clearfield,clearfieldpa,58404.0
15722,pa,cambria,cambriapa,57562.0
15723,pa,indiana,indianapa,59117.0
15724,pa,indiana,indianapa,59117.0
15725,pa,indiana,indianapa,59117.0
15727,pa,indiana,indianapa,59117.0
15728,pa,indiana,indianapa,59117.0
15729,pa,indiana,indianapa,59117.0
15731,pa,indiana,indianapa,59117.0
15732,pa,indiana,indianapa,59117.0
15734,pa,indiana,indianapa,59117.0
15736,pa,armstrong,armstrongpa,60137.0
15737,pa,cambria,cambriapa,57562.0
15738,pa,cambria,cambriapa,57562.0
15739,pa,indiana,indianapa,59117.0
15741,pa,indiana,indianapa,59117.0
15742,pa,indiana,indianapa,59117.0
15745,pa,indiana,indianapa,59117.0
15746,pa,indiana,indianapa,59117.0
15747,pa,indiana,indianapa,59117.0
15748,pa,indiana,indianapa,59117.0
15750,pa,indiana,indianapa,59117.0
15751,pa,indiana,indianapa,59117.0
15752,pa,indiana,indianapa,59117.0
15753,pa,clearfield,clearfieldpa,58404.0
15754,pa,indiana,indianapa,59117.0
15756,pa,indiana,indianapa,59117.0
15757,pa,clearfield,clearfieldpa,58404.0
15758,pa,indiana,indianapa,59117.0
15759,pa,indiana,indianapa,59117.0
15760,pa,cambria,cambriapa,57562.0
15761,pa,indiana,indianapa,59117.0
15762,pa,cambria,cambriapa,57562.0
15763,pa,indiana,indianapa,59117.0
15765,pa,indiana,indianapa,59117.0
15771,pa,indiana,indianapa,59117.0
15772,pa,indiana,indianapa,59117.0
15773,pa,cambria,cambriapa,57562.0
15774,pa,armstrong,armstrongpa,60137.0
15775,pa,cambria,cambriapa,57562.0
15777,pa,indiana,indianapa,59117.0
15779,pa,westmoreland,westmorelandpa,72166.0
15783,pa,indiana,indianapa,59117.0
15801,pa,clearfield,clearfieldpa,58404.0
15848,pa,clearfield,clearfieldpa,58404.0
15849,pa,clearfield,clearfieldpa,58404.0
15856,pa,clearfield,clearfieldpa,58404.0
15866,pa,clearfield,clearfieldpa,58404.0
15901,pa,cambria,cambriapa,57562.0
15902,pa,cambria,cambriapa,57562.0
15904,pa,cambria,cambriapa,57562.0
15905,pa,cambria,cambriapa,57562.0
15906,pa,cambria,cambriapa,57562.0
15907,pa,cambria,cambriapa,57562.0
15909,pa,cambria,cambriapa,57562.0
15915,pa,cambria,cambriapa,57562.0
15920,pa,indiana,indianapa,59117.0
15921,pa,cambria,cambriapa,57562.0
15922,pa,cambria,cambriapa,57562.0
15923,pa,westmoreland,westmorelandpa,72166.0
15924,pa,somerset,somersetpa,56742.0
15925,pa,cambria,cambriapa,57562.0
15926,pa,somerset,somersetpa,56742.0
15927,pa,cambria,cambriapa,57562.0
15928,pa,somerset,somersetpa,56742.0
15929,pa,indiana,indianapa,59117.0
15930,pa,cambria,cambriapa,57562.0
15931,pa,cambria,cambriapa,57562.0
15934,pa,cambria,cambriapa,57562.0
15935,pa,somerset,somersetpa,56742.0
15936,pa,somerset,somersetpa,56742.0
15937,pa,somerset,somersetpa,56742.0
15938,pa,cambria,cambriapa,57562.0
15940,pa,cambria,cambriapa,57562.0
15942,pa,cambria,cambriapa,57562.0
15943,pa,cambria,cambriapa,57562.0
15944,pa,westmoreland,westmorelandpa,72166.0
15945,pa,cambria,cambriapa,57562.0
15946,pa,cambria,cambriapa,57562.0
15948,pa,cambria,cambriapa,57562.0
15949,pa,indiana,indianapa,59117.0
15951,pa,cambria,cambriapa,57562.0
15952,pa,cambria,cambriapa,57562.0
15953,pa,somerset,somersetpa,56742.0
15954,pa,westmoreland,westmorelandpa,72166.0
15955,pa,cambria,cambriapa,57562.0
15956,pa,cambria,cambriapa,57562.0
15957,pa,indiana,indianapa,59117.0
15958,pa,cambria,cambriapa,57562.0
15959,pa,somerset,somersetpa,56742.0
15960,pa,cambria,cambriapa,57562.0
15961,pa,cambria,cambriapa,57562.0
15962,pa,cambria,cambriapa,57562.0
15963,pa,somerset,somersetpa,56742.0
16001,pa,butler,butlerpa,88042.0
16002,pa,butler,butlerpa,88042.0
16003,pa,butler,butlerpa,88042.0
16016,pa,butler,butlerpa,88042.0
16017,pa,butler,butlerpa,88042.0
16018,pa,butler,butlerpa,88042.0
16020,pa,butler,butlerpa,88042.0
16021,pa,butler,butlerpa,88042.0
16022,pa,butler,butlerpa,88042.0
16023,pa,butler,butlerpa,88042.0
16024,pa,butler,butlerpa,88042.0
16025,pa,butler,butlerpa,88042.0
16027,pa,butler,butlerpa,88042.0
16029,pa,butler,butlerpa,88042.0
16030,pa,butler,butlerpa,88042.0
16033,pa,butler,butlerpa,88042.0
16034,pa,butler,butlerpa,88042.0
16035,pa,butler,butlerpa,88042.0
16037,pa,butler,butlerpa,88042.0
16038,pa,butler,butlerpa,88042.0
16039,pa,butler,butlerpa,88042.0
16040,pa,butler,butlerpa,88042.0
16041,pa,butler,butlerpa,88042.0
16045,pa,butler,butlerpa,88042.0
16046,pa,butler,butlerpa,88042.0
16048,pa,butler,butlerpa,88042.0
16049,pa,armstrong,armstrongpa,60137.0
16050,pa,butler,butlerpa,88042.0
16051,pa,butler,butlerpa,88042.0
16052,pa,butler,butlerpa,88042.0
16053,pa,butler,butlerpa,88042.0
16055,pa,butler,butlerpa,88042.0
16056,pa,butler,butlerpa,88042.0
16057,pa,butler,butlerpa,88042.0
16059,pa,butler,butlerpa,88042.0
16061,pa,butler,butlerpa,88042.0
16063,pa,butler,butlerpa,88042.0
16066,pa,butler,butlerpa,88042.0
16101,pa,lawrence,lawrencepa,65697.0
16102,pa,lawrence,lawrencepa,65697.0
16103,pa,lawrence,lawrencepa,65697.0
16105,pa,lawrence,lawrencepa,65697.0
16107,pa,lawrence,lawrencepa,65697.0
16108,pa,lawrence,lawrencepa,65697.0
16110,pa,crawford,crawfordpa,61696.0
16111,pa,crawford,crawfordpa,61696.0
16112,pa,lawrence,lawrencepa,65697.0
16113,pa,mercer,mercerpa,64329.0
16114,pa,mercer,mercerpa,64329.0
16115,pa,beaver,beaverpa,69655.0
16116,pa,lawrence,lawrencepa,65697.0
16117,pa,lawrence,lawrencepa,65697.0
16120,pa,lawrence,lawrencepa,65697.0
16121,pa,mercer,mercerpa,64329.0
16123,pa,beaver,beaverpa,69655.0
16124,pa,mercer,mercerpa,64329.0
16125,pa,mercer,mercerpa,64329.0
16127,pa,mercer,mercerpa,64329.0
16130,pa,mercer,mercerpa,64329.0
16131,pa,crawford,crawfordpa,61696.0
16132,pa,lawrence,lawrencepa,65697.0
16133,pa,mercer,mercerpa,64329.0
16134,pa,mercer,mercerpa,64329.0
16136,pa,beaver,beaverpa,69655.0
16137,pa,mercer,mercerpa,64329.0
16140,pa,lawrence,lawrencepa,65697.0
16141,pa,beaver,beaverpa,69655.0
16142,pa,lawrence,lawrencepa,65697.0
16143,pa,lawrence,lawrencepa,65697.0
16145,pa,mercer,mercerpa,64329.0
16146,pa,mercer,mercerpa,64329.0
16148,pa,mercer,mercerpa,64329.0
16150,pa,mercer,mercerpa,64329.0
16151,pa,mercer,mercerpa,64329.0
16153,pa,mercer,mercerpa,64329.0
16154,pa,mercer,mercerpa,64329.0
16155,pa,lawrence,lawrencepa,65697.0
16156,pa,lawrence,lawrencepa,65697.0
16157,pa,lawrence,lawrencepa,65697.0
16159,pa,mercer,mercerpa,64329.0
16160,pa,lawrence,lawrencepa,65697.0
16161,pa,mercer,mercerpa,64329.0
16172,pa,lawrence,lawrencepa,65697.0
16201,pa,armstrong,armstrongpa,60137.0
16210,pa,armstrong,armstrongpa,60137.0
16211,pa,indiana,indianapa,59117.0
16212,pa,armstrong,armstrongpa,60137.0
16215,pa,armstrong,armstrongpa,60137.0
16216,pa,armstrong,armstrongpa,60137.0
16218,pa,armstrong,armstrongpa,60137.0
16222,pa,armstrong,armstrongpa,60137.0
16223,pa,armstrong,armstrongpa,60137.0
16226,pa,armstrong,armstrongpa,60137.0
16228,pa,armstrong,armstrongpa,60137.0
16229,pa,armstrong,armstrongpa,60137.0
16236,pa,armstrong,armstrongpa,60137.0
16238,pa,armstrong,armstrongpa,60137.0
16244,pa,armstrong,armstrongpa,60137.0
16245,pa,armstrong,armstrongpa,60137.0
16246,pa,indiana,indianapa,59117.0
16249,pa,armstrong,armstrongpa,60137.0
16250,pa,armstrong,armstrongpa,60137.0
16253,pa,armstrong,armstrongpa,60137.0
16256,pa,indiana,indianapa,59117.0
16259,pa,armstrong,armstrongpa,60137.0
16261,pa,armstrong,armstrongpa,60137.0
16262,pa,armstrong,armstrongpa,60137.0
16263,pa,armstrong,armstrongpa,60137.0
16311,pa,mercer,mercerpa,64329.0
16314,pa,crawford,crawfordpa,61696.0
16316,pa,crawford,crawfordpa,61696.0
16327,pa,crawford,crawfordpa,61696.0
16328,pa,crawford,crawfordpa,61696.0
16335,pa,crawford,crawfordpa,61696.0
16354,pa,crawford,crawfordpa,61696.0
16360,pa,crawford,crawfordpa,61696.0
16388,pa,crawford,crawfordpa,61696.0
16401,pa,erie,eriepa,63819.0
16403,pa,crawford,crawfordpa,61696.0
16404,pa,crawford,crawfordpa,61696.0
16406,pa,crawford,crawfordpa,61696.0
16407,pa,erie,eriepa,63819.0
16410,pa,erie,eriepa,63819.0
16411,pa,erie,eriepa,63819.0
16412,pa,erie,eriepa,63819.0
16413,pa,erie,eriepa,63819.0
16415,pa,erie,eriepa,63819.0
16417,pa,erie,eriepa,63819.0
16421,pa,erie,eriepa,63819.0
16422,pa,crawford,crawfordpa,61696.0
16423,pa,erie,eriepa,63819.0
16424,pa,crawford,crawfordpa,61696.0
16426,pa,erie,eriepa,63819.0
16427,pa,erie,eriepa,63819.0
16428,pa,erie,eriepa,63819.0
16430,pa,erie,eriepa,63819.0
16432,pa,crawford,crawfordpa,61696.0
16433,pa,crawford,crawfordpa,61696.0
16434,pa,crawford,crawfordpa,61696.0
16435,pa,crawford,crawfordpa,61696.0
16438,pa,erie,eriepa,63819.0
16440,pa,crawford,crawfordpa,61696.0
16441,pa,erie,eriepa,63819.0
16442,pa,erie,eriepa,63819.0
16443,pa,erie,eriepa,63819.0
16444,pa,erie,eriepa,63819.0
16475,pa,erie,eriepa,63819.0
16501,pa,erie,eriepa,63819.0
16502,pa,erie,eriepa,63819.0
16503,pa,erie,eriepa,63819.0
16504,pa,erie,eriepa,63819.0
16505,pa,erie,eriepa,63819.0
16506,pa,erie,eriepa,63819.0
16507,pa,erie,eriepa,63819.0
16508,pa,erie,eriepa,63819.0
16509,pa,erie,eriepa,63819.0
16510,pa,erie,eriepa,63819.0
16511,pa,erie,eriepa,63819.0
16512,pa,erie,eriepa,63819.0
16514,pa,erie,eriepa,63819.0
16515,pa,erie,eriepa,63819.0
16522,pa,erie,eriepa,63819.0
16530,pa,erie,eriepa,63819.0
16531,pa,erie,eriepa,63819.0
16532,pa,erie,eriepa,63819.0
16533,pa,erie,eriepa,63819.0
16534,pa,erie,eriepa,63819.0
16538,pa,erie,eriepa,63819.0
16541,pa,erie,eriepa,63819.0
16544,pa,erie,eriepa,63819.0
16546,pa,erie,eriepa,63819.0
16550,pa,erie,eriepa,63819.0
16553,pa,erie,eriepa,63819.0
16554,pa,erie,eriepa,63819.0
16558,pa,erie,eriepa,63819.0
16563,pa,erie,eriepa,63819.0
16565,pa,erie,eriepa,63819.0
16601,pa,blair,blairpa,58867.0
16602,pa,blair,blairpa,58867.0
16603,pa,blair,blairpa,58867.0
16613,pa,cambria,cambriapa,57562.0
16616,pa,clearfield,clearfieldpa,58404.0
16617,pa,blair,blairpa,58867.0
16619,pa,cambria,cambriapa,57562.0
16620,pa,clearfield,clearfieldpa,58404.0
16624,pa,cambria,cambriapa,57562.0
16625,pa,blair,blairpa,58867.0
16627,pa,clearfield,clearfieldpa,58404.0
16629,pa,cambria,cambriapa,57562.0
16630,pa,cambria,cambriapa,57562.0
16631,pa,blair,blairpa,58867.0
16635,pa,blair,blairpa,58867.0
16636,pa,cambria,cambriapa,57562.0
16637,pa,blair,blairpa,58867.0
16639,pa,cambria,cambriapa,57562.0
16640,pa,cambria,cambriapa,57562.0
16641,pa,cambria,cambriapa,57562.0
16644,pa,cambria,cambriapa,57562.0
16645,pa,clearfield,clearfieldpa,58404.0
16646,pa,cambria,cambriapa,57562.0
16648,pa,blair,blairpa,58867.0
16651,pa,clearfield,clearfieldpa,58404.0
16656,pa,clearfield,clearfieldpa,58404.0
16661,pa,clearfield,clearfieldpa,58404.0
16662,pa,blair,blairpa,58867.0
16663,pa,clearfield,clearfieldpa,58404.0
16665,pa,blair,blairpa,58867.0
16666,pa,clearfield,clearfieldpa,58404.0
16668,pa,cambria,cambriapa,57562.0
16671,pa,clearfield,clearfieldpa,58404.0
16673,pa,blair,blairpa,58867.0
16675,pa,cambria,cambriapa,57562.0
16677,pa,centre,centrepa,81724.0
16680,pa,clearfield,clearfieldpa,58404.0
16681,pa,clearfield,clearfieldpa,58404.0
16682,pa,blair,blairpa,58867.0
16684,pa,blair,blairpa,58867.0
16686,pa,blair,blairpa,58867.0
16692,pa,clearfield,clearfieldpa,58404.0
16693,pa,blair,blairpa,58867.0
16698,pa,clearfield,clearfieldpa,58404.0
16699,pa,cambria,cambriapa,57562.0
16801,pa,centre,centrepa,81724.0
16802,pa,centre,centrepa,81724.0
16803,pa,centre,centrepa,81724.0
16804,pa,centre,centrepa,81724.0
16805,pa,centre,centrepa,81724.0
16820,pa,centre,centrepa,81724.0
16821,pa,clearfield,clearfieldpa,58404.0
16823,pa,centre,centrepa,81724.0
16825,pa,clearfield,clearfieldpa,58404.0
16826,pa,centre,centrepa,81724.0
16827,pa,centre,centrepa,81724.0
16828,pa,centre,centrepa,81724.0
16829,pa,centre,centrepa,81724.0
16830,pa,clearfield,clearfieldpa,58404.0
16832,pa,centre,centrepa,81724.0
16833,pa,clearfield,clearfieldpa,58404.0
16834,pa,clearfield,clearfieldpa,58404.0
16835,pa,centre,centrepa,81724.0
16836,pa,clearfield,clearfieldpa,58404.0
16837,pa,clearfield,clearfieldpa,58404.0
16838,pa,clearfield,clearfieldpa,58404.0
16839,pa,clearfield,clearfieldpa,58404.0
16840,pa,clearfield,clearfieldpa,58404.0
16841,pa,centre,centrepa,81724.0
16843,pa,clearfield,clearfieldpa,58404.0
16844,pa,centre,centrepa,81724.0
16845,pa,clearfield,clearfieldpa,58404.0
16847,pa,clearfield,clearfieldpa,58404.0
16849,pa,clearfield,clearfieldpa,58404.0
16850,pa,clearfield,clearfieldpa,58404.0
16851,pa,centre,centrepa,81724.0
16852,pa,centre,centrepa,81724.0
16853,pa,centre,centrepa,81724.0
16854,pa,centre,centrepa,81724.0
16855,pa,clearfield,clearfieldpa,58404.0
16856,pa,centre,centrepa,81724.0
16858,pa,clearfield,clearfieldpa,58404.0
16859,pa,centre,centrepa,81724.0
16860,pa,clearfield,clearfieldpa,58404.0
16861,pa,clearfield,clearfieldpa,58404.0
16863,pa,clearfield,clearfieldpa,58404.0
16864,pa,centre,centrepa,81724.0
16865,pa,centre,centrepa,81724.0
16866,pa,centre,centrepa,81724.0
16868,pa,centre,centrepa,81724.0
16870,pa,centre,centrepa,81724.0
16871,pa,clearfield,clearfieldpa,58404.0
16872,pa,centre,centrepa,81724.0
16873,pa,clearfield,clearfieldpa,58404.0
16874,pa,centre,centrepa,81724.0
16875,pa,centre,centrepa,81724.0
16876,pa,clearfield,clearfieldpa,58404.0
16878,pa,clearfield,clearfieldpa,58404.0
16879,pa,clearfield,clearfieldpa,58404.0
16881,pa,clearfield,clearfieldpa,58404.0
16882,pa,centre,centrepa,81724.0
17001,pa,cumberland,cumberlandpa,82236.0
17003,pa,lebanon,lebanonpa,70452.0
17005,pa,dauphin,dauphinpa,77859.0
17007,pa,cumberland,cumberlandpa,82236.0
17008,pa,cumberland,cumberlandpa,82236.0
17010,pa,lebanon,lebanonpa,70452.0
17011,pa,cumberland,cumberlandpa,82236.0
17012,pa,cumberland,cumberlandpa,82236.0
17013,pa,cumberland,cumberlandpa,82236.0
17016,pa,lebanon,lebanonpa,70452.0
17017,pa,northumberland,northumberlandpa,59110.0
17018,pa,dauphin,dauphinpa,77859.0
17019,pa,york,yorkpa,75945.0
17022,pa,lancaster,lancasterpa,79344.0
17023,pa,dauphin,dauphinpa,77859.0
17025,pa,cumberland,cumberlandpa,82236.0
17026,pa,lebanon,lebanonpa,70452.0
17027,pa,cumberland,cumberlandpa,82236.0
17028,pa,dauphin,dauphinpa,77859.0
17030,pa,dauphin,dauphinpa,77859.0
17032,pa,dauphin,dauphinpa,77859.0
17033,pa,dauphin,dauphinpa,77859.0
17034,pa,dauphin,dauphinpa,77859.0
17036,pa,dauphin,dauphinpa,77859.0
17038,pa,lebanon,lebanonpa,70452.0
17039,pa,lebanon,lebanonpa,70452.0
17041,pa,lebanon,lebanonpa,70452.0
17042,pa,lebanon,lebanonpa,70452.0
17043,pa,cumberland,cumberlandpa,82236.0
17046,pa,lebanon,lebanonpa,70452.0
17048,pa,dauphin,dauphinpa,77859.0
17050,pa,cumberland,cumberlandpa,82236.0
17055,pa,cumberland,cumberlandpa,82236.0
17057,pa,dauphin,dauphinpa,77859.0
17061,pa,dauphin,dauphinpa,77859.0
17064,pa,lebanon,lebanonpa,70452.0
17065,pa,cumberland,cumberlandpa,82236.0
17067,pa,lebanon,lebanonpa,70452.0
17070,pa,cumberland,cumberlandpa,82236.0
17072,pa,cumberland,cumberlandpa,82236.0
17073,pa,lebanon,lebanonpa,70452.0
17077,pa,lebanon,lebanonpa,70452.0
17078,pa,lebanon,lebanonpa,70452.0
17080,pa,dauphin,dauphinpa,77859.0
